state,abbrev,population,positive,active,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,onVentilatorCurrently,recovered,dataQualityGrade,death,hospitalized,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade,bedsPerThousand,total_beds
Illinois,IL,12659682,120260,114870,3296,,941,550,0,A,5390,,898259,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,34574,32086,1050,5285,372,143,21704,A+,2134,5285,,,,34574,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,9719,9475,,842,,,547,A,208,842,,,,9719,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,9704,9273,480,2272,87,,3232,A,431,2272,,,,9537,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,39916,36791,678,,,84,28700,B,2791,,,,,39916,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,96965,90119,1824,9823,436,,0,A,6846,9823,,,,96965,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,52778,49506,1183,8738,479,,3764,B,2596,8738,348773,,,52778,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,2325,2193,49,283,18,10,1552,B,89,283,50078,2710,47284,2067,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,63568,51505,774,,371,250,38099,A+,5818,,644519,77327,567192,58417,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,26322,23154,555,3047,257,,18695,A,1050,3047,283455,,,24850,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,13147,12375,718,,,83,0,B,772,,183650,14498,168871,12966,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,15501,14506,570,2272,113,108,9401,A,734,2272,171837,,,15501,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,515,488,2,67,,,456,C,17,67,,,,515,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,28589,26865,649,,,,14954,A,886,,,,,28589,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,2577,2494,36,167,,,1959,C,61,167,94711,,,2577,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,13905,13735,,,,,0,D,170,,,,,13905,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,4545,4254,107,449,,,2940,B,242,449,,,,4545,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,160445,147974,2497,17197,522,378,26560,A+,11698,17197,,,,160445,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,7624,7273,189,1317,,,2835,C,351,1317,,,,7624,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,8593,8100,336,,71,41,428,A+,444,,165014,,,8593,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,370770,339950,3436,89590,1050,791,65934,A,23905,89590,,,,370770,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,35513,33358,779,6049,310,213,0,B,2155,6049,,,,33073,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,6506,6084,154,985,65,,5492,A+,334,985,194496,7291,186700,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,4243,4032,117,786,33,17,2152,A+,153,786,,,,4135,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,72546,70160,1352,,,296,48190,A,5555,,,,,69916,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,14928,14108,206,1701,46,29,1252,A+,718,1701,,,,14928,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,11861,10907,402,1634,,,6459,A,494,1634,206247,17892,188355,11861,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,4993,4898,86,432,,,3837,B,62,432,,,,4993,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,23006,22202,,1750,,,15300,B,364,1750,,,,23006,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,64287,61023,1684,,,,42423,B,1672,,951865,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,9797,9421,142,775,,,6137,B,113,775,,,,9797,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,44607,42241,1458,7326,371,196,5868,A+,1375,7326,313283,,,42499,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,981,922,18,,,,873,B,55,,,,,981,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,23456,22338,266,3480,,67,0,B,1118,3480,,,,22683,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,20564,17642,625,2583,133,,11646,A+,592,2583,,,,18403,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,2010,1914,33,,14,8,1303,B,75,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,903,882,13,85,,,658,C,16,85,24183,788,22402,693,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,434,419,14,,,2,368,A,10,,51695,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,17359,16421,,1826,,,9355,B,618,1826,,,,17359,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,7013,6645,104,702,,26,5166,A,133,702,,,,7013,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,19255,17586,975,3334,386,241,4657,A+,903,3334,217047,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,106878,102722,4215,,1273,,0,B,4156,,1888595,,,106878,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,25613,24162,421,4307,,,3859,A,1436,4307,,,,23172,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,42022,37894,533,12538,,,7127,B,3912,12538,246935,,,42022,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,8717,8078,317,,109,66,1100,A+,462,,,,,8717,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,9422,8880,174,,,,5205,A,466,,,,,9422,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,55424,52894,,10375,,,0,A,2530,10375,1155650,75508,1077549,55424,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,46286,44283,850,7921,,,0,A,2003,7921,454838,,,46286,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,649,632,,83,,,605,D,17,83,54014,647,52177,649,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,19244,18433,368,,118,69,11019,A+,531,,,,,19244,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,2803,2688,,240,,,2225,A,82,240,45172,,,2551,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,118917,113587,3336,,925,661,0,A,5330,,877105,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,34211,32086,1149,5285,412,161,0,A+,2125,5285,,,,34211,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,9719,9447,,842,,,547,A,208,842,,,,9719,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,9464,9046,499,2266,81,,3231,A,418,2266,,,,9303,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,39577,36035,674,,,84,28700,B,2785,,,,,39557,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,96301,89533,1904,9789,453,,0,A,6768,9789,,,,96301,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,52015,48522,1239,8619,492,,3649,B,2562,8619,339361,,,52015,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,2282,2141,46,272,18,11,1505,B,89,272,50078,2710,47284,2025,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,63321,51215,774,,371,250,38099,A+,5802,,631367,76858,554509,58254,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,26181,22525,589,3011,263,,17864,A,1036,3011,276573,,,24190,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,12962,12191,679,,,85,0,B,771,,183650,14498,168871,12966,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,15229,14083,593,2240,145,92,9401,A,723,2240,165932,,,15229,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,505,476,2,67,,,448,C,17,67,,,,493,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,27673,25966,638,,,,14954,A,877,,,,,27673,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,2554,2461,34,165,,,1943,C,60,165,92632,,,2554,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,13654,13484,,,,,0,D,170,,,,,13654,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,4492,4254,105,440,,,2802,B,238,440,,,,4492,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,159608,147313,2626,17121,672,499,26301,A+,11634,17121,,,,159608,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,7493,7149,193,1317,,,2728,C,344,1317,,,,7493,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,8495,7970,371,,92,42,428,A+,439,,160499,,,8495,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,369660,338638,3619,89400,1124,857,65609,A,23848,89400,,,,369660,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,35034,32885,806,6011,339,219,0,B,2149,6011,,,,32639,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,6418,6009,154,982,65,,5435,A+,334,982,194496,7291,186700,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,4185,3980,131,778,32,17,2137,A+,153,778,,,,4083,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,72031,69520,1352,,,295,47133,A,5537,,,,,69424,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,14819,13942,219,1682,50,32,1225,A+,711,1682,,,,14819,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,11394,10648,387,1634,,,6459,A,487,1634,199735,21610,178125,11394,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,4960,4807,93,427,,,3805,B,62,427,,,,4960,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,22566,21702,,1732,,,15193,B,364,1732,,,,22566,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,62338,59282,1752,,,,40068,B,1626,,928517,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,9533,9157,139,763,,,5995,B,112,763,,,,9533,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,43611,41175,1471,7216,372,194,5745,A+,1370,7216,303430,,,41529,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,977,920,17,,,,865,B,55,,,,,977,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,23275,22164,319,3455,,88,0,B,1111,3455,,,,22583,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,20382,17139,617,2563,144,,11338,A+,588,2563,,,,18230,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,1974,1877,33,,14,8,1290,B,75,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,898,876,13,85,,,658,C,16,85,23900,788,22402,688,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,430,414,14,,,1,367,A,10,,49439,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,16823,15939,,1800,,,9355,B,605,1800,,,,16823,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,6538,6413,104,667,,27,4583,A,125,667,,,,6538,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,18465,17017,931,3281,378,238,4551,A+,885,3281,209813,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,103886,99818,4414,,1328,,0,B,4068,,1835478,,,103886,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,25121,23686,464,4254,,,3838,A,1421,4254,,,,22758,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,41762,37733,577,12538,,,7127,B,3868,12538,241393,,,41762,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,8538,8039,338,,114,65,1089,A+,460,,,,,8538,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,9236,8826,183,,,,5103,A,463,,,,,9236,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,54497,52002,,10243,,,0,A,2495,10243,1103658,72521,1028579,53285,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,45670,43696,889,7852,,,0,A,1974,7852,450271,,,45670,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,647,630,,83,,,604,D,17,83,52824,647,52177,647,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,18926,18080,376,,117,78,10753,A+,522,,,,,18926,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,2769,2688,,238,,,2195,A,82,238,44511,,,2519,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,117455,112185,3599,,980,593,0,A,5270,,851762,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,33558,31448,1149,5285,412,161,0,A+,2110,5285,,,,33558,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,9719,9157,,842,,,547,A,208,842,,,,9719,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,9184,8776,494,2180,88,,3181,A,409,2180,,,,9028,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,38802,36061,714,,,90,28700,B,2766,,,,,38802,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,95512,88794,1991,9725,485,,0,A,6718,9725,,,,95512,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,50988,47281,1296,8479,507,,3571,B,2538,8479,328516,,,50988,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,2226,2105,53,270,18,12,1458,B,85,270,46123,2563,43480,1971,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,63116,50642,774,,371,250,33168,A+,5778,,615138,76270,538868,58065,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,26013,21970,592,2936,259,,16930,A,1006,2936,268137,,,23531,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,12795,12057,650,,,85,0,B,738,,183650,14498,168871,12616,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,14790,13679,584,2208,121,77,9401,A,710,2208,158973,,,14790,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,493,468,2,67,,,448,C,17,67,,,,493,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,26488,24924,680,,,,14954,A,859,,,,,26488,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,2520,2424,36,164,,,1882,C,59,164,89599,,,2520,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,13261,13097,,,,,0,D,164,,,,,13261,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,4386,4157,110,438,,,2730,B,232,438,,,,4386,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,158844,145776,2707,16960,720,544,26084,A+,11531,16960,,,,158844,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,7364,7029,196,1317,,,2684,C,335,1317,,,,7364,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,8350,7842,371,,92,42,428,A+,435,,155449,,,8350,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,368284,337204,3781,89194,1164,889,65289,A,23780,89194,,,,368284,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,34566,32435,833,5947,326,222,0,B,2131,5947,,,,32202,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,6338,5948,160,982,68,,5340,A+,329,982,188665,7114,181060,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,4131,3935,155,771,36,21,1981,A+,151,771,,,,4029,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,71339,68847,1445,,,313,46370,A,5464,,,,,68765,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,14635,13817,219,1660,47,33,1206,A+,693,1660,,,,14635,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,11131,10318,399,1634,,,6459,A,483,1634,194047,16921,177126,11131,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,4866,4739,95,418,,,3744,B,59,418,,,,4866,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,22085,21323,,1710,,,14965,B,360,1710,,,,22085,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,61006,58784,1701,,,,40068,B,1626,,893275,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,9264,8815,135,753,,,5813,B,107,753,,,,9264,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,42533,40063,1524,7172,373,193,5648,A+,1358,7172,296321,,,40477,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,975,919,14,,,,859,B,55,,,,,975,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,23047,21941,317,3413,,85,0,B,1106,3413,,,,22435,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,19843,16424,658,2499,145,,10880,A+,568,2499,,,,17707,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,1951,1861,33,,14,8,1241,B,74,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,891,861,13,84,,,634,C,15,84,23060,767,21167,682,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,425,401,10,,,,366,B,10,,47970,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,16310,15449,,1765,,,9355,B,590,1765,,,,16310,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,6538,6157,104,640,,27,4583,A,120,640,,,,6538,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,17763,16484,945,3223,374,222,4452,A+,857,3223,202914,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,101697,97724,4529,,1325,,0,B,3973,,1790559,,,101697,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,24767,23362,464,4196,,,3783,A,1392,4196,,,,22440,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,41559,37485,648,12538,,,7127,B,3826,12538,235525,,,41559,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,8492,7961,343,,108,65,1082,A+,453,,,,,8492,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,9171,8752,192,,,,5010,A,459,,,,,9171,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,53285,50839,,10056,,,0,A,2446,10056,1081512,71569,1007406,53285,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,45070,43108,903,7767,,,0,A,1962,7767,445186,,,45070,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,644,627,,83,,,600,D,17,83,51839,644,51195,644,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,18573,17873,383,,112,67,10359,A+,504,,,,,18573,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,2731,2618,,234,,,2185,A,82,234,43629,,,2485,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,115833,110647,3649,,1009,576,0,A,5186,,829966,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,33068,31000,1131,5285,411,178,0,A+,2068,5285,,,,33068,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,9337,9078,,822,,,534,A,205,822,,,,9337,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,9077,8677,512,2142,82,,3124,A,400,2142,,,,8924,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,38802,35774,761,,,100,28700,B,2740,,,,,38802,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,94895,88255,2112,9618,529,,0,A,6640,9618,,,,94895,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,49709,46031,1334,8392,511,,3468,B,2501,8392,,,,49709,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,2189,2056,58,264,22,14,1402,B,84,264,46123,2563,43480,1951,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,62797,50274,860,,405,251,33168,A+,5751,,597828,75165,522663,57904,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,25559,21522,606,2880,242,,16655,A,977,2880,257754,,,22947,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,12673,11966,648,,,88,0,B,707,,183650,14498,168871,12470,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,14372,13374,594,2147,148,78,9401,A,693,2147,156497,,,14372,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,485,464,1,66,,,445,C,17,66,,,,485,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,25412,24072,708,,,,14954,A,827,,,,,25412,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,2481,2383,35,161,,,1793,C,57,161,86728,,,2481,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,12976,12813,,,,,0,D,163,,,,,12976,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,4286,4063,105,426,,,2691,B,223,426,,,,4286,0,0,0,0,0,,2.1,2879.6166
New Jersey,NJ,8936574,157815,145289,2797,16778,740,564,25804,A+,11401,16778,,,,157815,0,0,0,0,0,,2.4,21447.7776
New Mexico,NM,2096640,7252,6923,210,1282,,,2638,C,329,1282,,,,7252,0,0,0,0,0,,1.8,3773.952
Nevada,NV,3139658,8208,7748,439,,123,55,406,A+,425,,151938,,,8208,0,0,0,0,0,,2.1,6593.2818
New York,NY,19440469,366733,335481,4010,89042,1219,931,64954,A,23722,89042,,,,366733,0,0,0,0,0,,2.7,52489.2663
Ohio,OH,11747694,33915,31817,812,5811,285,190,0,B,2098,5811,,,,31625,0,0,0,0,0,,2.8,32893.5432
Oklahoma,OK,3954821,6270,5907,181,975,80,,5236,A+,326,975,183632,7006,176136,,0,0,0,0,0,,2.8,11073.4988
Oregon,OR,4301089,4086,3890,149,768,32,17,1981,A+,151,768,,,,3994,0,0,0,0,0,,1.6,6881.7424
Pennsylvania,PA,12820878,70042,68292,1476,,,321,44826,A,5373,,,,,68104,0,0,0,0,0,,2.9,37180.5462
Rhode Island,RI,1056161,14494,13698,222,1639,53,36,1186,A+,677,1639,,,,14494,0,0,0,0,0,,2.1,2217.9381
South Carolina,SC,5210095,10788,10157,397,1618,,,6102,A,470,1618,187788,16327,171461,10788,0,0,0,0,0,,2.4,12504.228
South Dakota,SD,903027,4793,4656,105,406,,,3698,B,54,406,,,,4793,0,0,0,0,0,,4.8,4334.5296
Tennessee,TN,6897576,21679,20932,,1689,,,14632,B,356,1689,,,,21679,0,0,0,0,0,,2.9,20002.9704
Texas,TX,29472295,59776,56961,1692,,,,38905,B,1601,,873218,,,,0,0,0,0,0,,2.3,67786.2785
Utah,UT,3282115,8921,8601,169,734,,,5623,B,106,734,,,,8921,0,0,0,0,0,,1.8,5907.807
Virginia,VA,8626207,41401,38968,1502,6974,416,195,5472,A+,1338,6974,285273,,,39393,0,0,0,0,0,,2.1,18115.0347
Vermont,VT,628061,974,917,17,,,,855,B,55,,,,,974,0,0,0,0,0,,2.1,1318.9281
Washington,WA,7797095,22753,21658,325,3394,,94,0,B,1095,3394,,,,22107,0,0,0,0,0,,1.7,13255.0615
Wisconsin,WI,5851754,19077,15923,659,2452,138,,10384,A+,550,2452,,,,16974,0,0,0,0,0,,2.1,12288.6834
West Virginia,WV,1778070,1906,1825,35,,13,6,1211,B,74,,,,,,0,0,0,0,0,,3.8,6756.666
Wyoming,WY,567025,874,846,15,82,,,624,C,15,82,22591,767,21167,665,0,0,0,0,0,,3.5,1984.5875
Alaska,AK,734002,412,400,14,,,,364,C,10,,46363,,,,0,0,0,0,0,,2.2,1614.8044
Alabama,AL,4908621,15843,15070,,1719,,,7951,B,581,1719,,,,15843,0,0,0,0,0,,3.1,15216.7251
Arkansas,AR,3038999,6277,6061,108,627,,22,4424,A,120,627,,,,6277,0,0,0,0,0,,3.2,9724.7968
Arizona,AZ,7378494,17262,16054,911,3172,375,237,4361,A+,831,3172,196266,,,,0,0,0,0,0,,1.9,14019.1386
California,CA,39937489,98980,95096,4544,,1407,,0,B,3884,,1736894,,,98980,0,0,0,0,0,,1.8,71887.4802
Colorado,CO,5845526,24565,23200,484,4160,,,3741,A,1352,4160,,,,22208,0,0,0,0,0,,1.9,11106.4994
Connecticut,CT,3563077,41288,37534,684,12538,,,7127,B,3803,12538,229769,,,41288,0,0,0,0,0,,2,7126.154
District of Columbia,DC,720687,8406,7894,349,,113,76,1082,A+,445,,,,,8406,0,0,0,0,0,,4.4,3171.0228
Delaware,DE,982895,9096,8731,196,,,,4909,A,453,,,,,9096,0,0,0,0,0,,2.2,2162.369
Florida,FL,21992985,52634,50234,,9899,,,0,A,2400,9899,1081512,71569,1007406,52634,0,0,0,0,0,,2.6,57181.761
Georgia,GA,10736059,44421,42514,907,7666,,,0,A,1907,7666,440756,,,44421,0,0,0,0,0,,2.4,25766.5416
Hawaii,HI,1412687,643,626,,83,,,593,D,17,83,51202,643,50559,643,0,0,0,0,0,,1.9,2684.1053
Iowa,IA,3179849,18360,17226,393,,109,66,10016,A+,491,,,,,18360,0,0,0,0,0,,3,9539.547
Idaho,ID,1826156,2699,2547,,231,,,2100,A,81,231,42776,,,2458,0,0,0,0,0,,1.9,3469.6964
Illinois,IL,12659682,114306,109223,3826,,1031,592,0,A,5083,,803973,,,,0,0,0,0,0,,2.5,31649.205
Indiana,IN,6745354,32437,30407,1122,5285,400,182,0,A+,2030,5285,,,,32437,0,0,0,0,0,,2.7,18212.4558
Kansas,KS,2910357,9337,8989,,822,,,534,A,205,822,,,,9337,0,0,0,0,0,,3.3,9604.1781
Kentucky,KY,4499692,9077,8557,489,2136,78,,3124,A,400,2136,,,,8924,0,0,0,0,0,,3.2,14399.0144
Louisiana,LA,4645184,38497,35352,798,,,100,28700,B,2722,,,,,38497,0,0,0,0,0,,3.3,15329.1072
Massachusetts,MA,6976597,94220,87673,2106,9492,556,,0,A,6547,9492,,,,93693,0,0,0,0,0,,2.3,16046.1731
Maryland,MD,6083116,48423,45354,1338,8281,520,,3401,B,2458,8281,,,,48423,0,0,0,0,0,,1.9,11557.9204
Maine,ME,1345790,2137,2030,59,260,25,14,1357,B,81,260,46123,2563,43480,1914,0,0,0,0,0,,2.5,3364.475
Michigan,MI,10045029,62461,49838,882,,388,272,33168,A+,5727,,579682,74073,505609,57695,0,0,0,0,0,,2.5,25112.5725
Minnesota,MN,5700671,24988,21052,598,2796,260,,16314,A,942,2796,247809,,,22464,0,0,0,0,0,,2.5,14251.6775
Missouri,MO,6169270,12492,11796,644,,,84,0,B,696,,183650,14498,168871,12275,0,0,0,0,0,,3.1,19124.737
Mississippi,MS,2989260,14044,13079,547,2106,127,73,9401,A,670,2106,147819,,,14044,0,0,0,0,0,,4,11957.04
Montana,MT,1086759,481,462,2,66,,,444,C,17,66,,,,481,0,0,0,0,0,,3.3,3586.3047
North Carolina,NC,10611862,24628,23654,702,,,,14954,A,794,,,,,24628,0,0,0,0,0,,2.1,22284.9102
North Dakota,ND,761723,2439,2368,40,161,,,1762,C,56,161,86527,,,2439,0,0,0,0,0,,4.3,3275.4089
Nebraska,NE,1952570,12619,12466,,,,,0,D,153,,,,,12619,0,0,0,0,0,,3.6,7029.252
New Hampshire,NH,1371246,4231,4017,91,421,,,2550,B,214,421,,,,4231,0,0,0,0,0,,2.1,2879.6166
